claim_s,fake_flag
لا تفوتكم افضل عروضنا احجز موعدك الان لاجراء عملية تصحيح النظر بأحدث التقنيات الالمانية ⭕️فقط ب 3400 فقط⭕️ + 300 قيمة الفحوصات - دكتور متعب الشعيبي🇸🇦 استشاري طب وجراحه العيون 📲0501244475 #الحل_في_الرياض #نبيها_صفر #يحدث_الآن #خلك_في_البيت #كورونا #كلنا_مسؤول LINK,1
@USER الكل يتبع احرازات وقائية من كورونا الا المدارس الاهلية تلزم معلماتها بالدوام بالرغم اننا نمشي المنهج الان عن بعد في المساء ارغمونا على الدوام في الصباح  التفتوا لهذا الموضوع #ايقاف_دوام_المدارس_الاهليه_مطلب,0
رجا امن يوقف تاكسي لأجل عامل نظافه قبل الساعه المقرره للحظر الجزئي ويدفع قيمة التاكسي لنقل هذا العامل لسكنه نعم انها بلد الانسانيه🇰🇼 #حظر_التجول_بالكويت #الكويت_تحارب_كورونا LINK,0
انا لا اخفيكم بيضيق صدري .. مب حبًا للدراسة ، بس خوفًا من كورونا 😔,0
@USER نحن التزمنا بالتعليمات وفي ناس كثير واعية (الفاشنيستات)فعلاً عالم آخر كلامك صح ، يعني يلي مثلهم بدون كورونا منفصلين عن الواقع 👍🏻,1
وزير الداخلية الألماني يرفض مصافحة أنجيلا ميركل خوفاً من فيروس كورونا.. شاهدوا ردة فعل ميركل👇 = ماذا لو فعلها وزير عربي مع رئيسه؟😅 LINK,1
يلا ايدي ف ايدك هنزيد ↗️ نفذ الخطوات دي وانت هتزيد👇 لايك❤ رتويت🔁 حط نقطه 🔸️ تابعني هتابعك 🏃,1
جامعتنا فيها حالات كورونا وساكتين واضح يبونا نموت,0
أزمة #كورونا غيرت ترتيب الدول في حماية حقوق الإنسان، من كان يظن انه في المقدمة تفاجئ بالقاع، دول عظمى تسقط ودول أعظم تتقدم في الترتيب، حقوق الإنسان بالأفعال وليس الأقوال .,0
RT @USER غير مؤكد .. مقتدى الصدر بدأت عليه أعراض فايروس كورونا .. #العراق_ينتفض,0
في مصر عشان فحص الكورونا بتقف في مجاميع ناس فوق بعضيها واحتمال اصلا يجيلك كورونا من التلامس والتدافع لا وبتدفع الف جنيه . في الكويت بتعد على كرسي معزز مكرم في مكان محترم وبتفحص ببلاش وبيدرك وجبة كمان ! عفوا .. هي دي الحضاره ، وليست ال ٧٠٠٠ سنه :) ، احمد ربك على نعمة الكويت,1
RT @USER ١٣ وقفة مع فيروس كورونا LINK,0
"هام جدًا/ ""هذا هو أكثر مرض مرعب شاهدته طوال مسيرتي المهنية."" هذا ما قاله الطبيب الأمريكي الذي يقود الجهود الدولية للبحث عن لقاح للكورونا. أتمنى من كل شخص قارن الـ #كورونا بالإنفلونزا أو بالغ في تطمين الناس يشوف المقطع للنهاية (النهاية أهم جزء). قمت بترجمة المقطع للعربية. 👇🏼 LINK",0
مواطن ايراني من مدينة قم يبكي بحرارة يلعن المرشد و روحاني والاعلام الايراني لأنهم كذبوا واخفوا انتشار #فيروس_كورونا ويقول المدينة أصبحت مليئة بالجثث LINK,1
الولايات المتحدة .. السيناتور الامريكي راند باول تم تأكيد إصابته بفايروس #كورونا LINK,0
"بهدوم شركة طلبات ""talabat"" عامل داخل أرض المعارض لفحص #كورونا! #مقاطعة_طلبات #أكلوا_أكل_البيت #فعاليات_الحجر_المنزلي #الكويتيون_يد_واحده_ضد_كورونا #COVIDー19 LINK",0
#كورونا_يسقط_الاقنعه كل دول العالم تخلت عن جالياتها في خارج حدودها وقلبت لهم ظهر المجن واعتبرت نفوقهم خسائر جانبيه الا هذا الجواز و دولته التي حمت ابنائها فوق كل ارض وتحت كل سماء لله الحمد والشكر الفضل والمنه على نعمة وجود #ال_سعود وقيادتهم الحكيمه لنا ولا عزاء لكل مغرض منحط خسيس LINK,1
RT @USER 🔴 #عاجل متحدث الصحة : 51 حالة جديدة مصابة بفيروس كورونا . #واس_عام,0
أفضل ما يمكن عمله في الظروف الحالية، الأخذ بحديث النبي ﷺ حين سُئِل: ما النجاة؟ قال: ١- *أمسك عليك لسانك* (لا للإشاعات) ٢- *وليسعك بيتك* (البقاء في المنزل) ٣- *وابْكِ على خطيئتك* (الاستغفار والدعاء)#كورونا @USER @USER @USER @USER,0
ولا مسؤول كويتي حاشه كورونا والله شياطين المصيبه والادهي ترامب طاح فيها ربعنا قاري عليهم سيد أكيد سيد عدنان,1
اللهم إني استودعتك السعودية وأهلها ، فأحفظها ربي من اﻷمراض واﻷوبئة وأرفع البلاء وجمييع بلاد المسلمين يارب .. #كورونا_السعوديه LINK,0
RT @USER فيديو .. العاصمة #الرياض بعد بدء تطبيق منع التجول. #كورونا #منع_التجول LINK,0
الى كل من يعيش في #السعودية : انتبهوا !! فيروس كورونا منتشر في السعودية بشكل غير عادي والجهات الرسمية تتكتم عن الأمر خوفاً من إلغاء #قمة_العشرين التي من المفترض ان تعقد في السعودية بعد أسابيع. انتبهوا لأنفسكم ولاتثقوا بتقارير الجهات الرسمية ووسائل الإعلام هناك.,0
كان في الصين ثم وصلنا في عقر ديارنا وعلاجه بيد الله وحده ولا ينزل البلاء الا بذنب. #الاستغفار_علاج_كورونا لا حجر ولا معقمات ولا غيرها ولو كانت من الأخذ بالأسباب ولكن رب #كورونا يسمع ويرى انشغلوا بالدعاء والاستغفار لعل الله يرحم عباده #يارب_ارفع_عنا_البلاء #لنتكاتف_من_اجل_قطر,0
RT @USER كورونا : هو انا خول!😂😂😂 LINK,1
#كورونا_في_الكويت ادعم هاشتاقك بااقل الاسعار .. ♦️رفع هاشتاقات 📍للتواصل وطلب الخدمة📍 ちΘろΘち991📲,1
@USER منادين كل الي راحوا ايكيا الفترة الاخيرة عشان وحده فيها كورونا تشتغل هناك :) ذكريني متى رحنا ؟,0
الله يعز الكويت ويعز أميرنا ووالدنا صباح العز ربي بحفظه لنا ويحفظكم جميعا 🇰🇼 هذه الأزمة أظهرت لنا رجال دولة اللهم احفظ الكويت.. 🇰🇼 🇰🇼 🇰🇼 🇰🇼 🇰🇼 🇰🇼 #الكويتيون_يد_واحده_ضد_كورونا #انثبروا_ببيوتكم #عشان_الكويت_خلوكم_في_البيت LINK,0
احنا كمصريين نقلق بس لو كورونا هيصيب الجهاز التناسلي غير كده شكليات 😁😁,1
تسارع الأحداث حول كورونا دفعنا لتغير تصويت حوار #RTarabic شاركونا الاستطلاع الجديد.. هل الولايات المتحدة وراء انتشار فيروس كورونا؟,0
جلطة في الرجل بسبب بخاخ ع الشعر تقتل طالبة !! أنا بعد كورونا صرت أصدق أي حاجة 😇 #مديره_تتسبب_بقتل_طالبه,0
@USER دبي حتى كورونا ماعندكم و حاسدينا على العاصفه,1
RT @USER #كورونا_مصر منعت النقاب يا سيسي لبعض النساء ألبسه الله للعالم,1
RT @USER عائلة متعففة أنقطعت بهم سبل الرزق بسبب كورونا .. من آراد مساعدتهم التواصل معي .. وشكراً,0
أزمة كورونا كشفت لنا جاهزية قيادتنا للتعامل بشكل إحترافي وإستباقي وتوفير كافة السبل الإحترازية للوقاية من الأوبئة والحفاظ على سلامة الجميع. بقي لنا توعية الناس عن الابتعاد عن أماكن التجمعات خلال هذه الأيام.. واستشعار مخاطر الفايروس و وضعها عين الاعتبار حمانا الله وإياكم من كل شر.,0
الناس تتكلم عن #تقديم_الاختبارات_قبل_رمضان وفقاً للأخبار اللي يسمعونها من هُنا وهناك وخصوصاً بعد فايروس #كورونا  المضحك للأمر حتى نفي التقديم مافيه له مصدر..فقط جعلو الأمر مُعلق للقيل والقال.. مدري وين المتحدث الرسمي حتى ينفي قطعاً هذه الأخبار أو يثبتها ! @USER,0
RT @USER #الكويت_كورونا LINK,0
@USER بموت ابغا اكح بس خايف الناس تحسب عندي كورونا وانا في الطيارة,0
200227 [ مقال ] شوقا تبرع بمبلغ 100 مليون وون ( 82 ألف دولار) إلى جمعية Hope Bridge الوطنية للأغاثة من الكوارث. شوقا تبرع بالمبلغ لأجل مساعدة الأشخاص المتضررين من تفشي فيروس كورونا وأيضًا لأجل مساعدة مسقط رأسه دايقو الذي تأثروا بشكل كبير. @USER 🔗 LINK -M LINK,1
